random2;rn-70000-70000-1-2-4;otfatl;0.453771;61;70000;104953;44314
random2;rn-70000-70000-1-2-4;otftl-n;0.447680;61;70000;104953;44314
modelchecking;SWPdatasize=4_windowsize=2_infinitely_often_receive_for_all_d;tl-n;0.459444;0;653574;2444297;2
modelchecking;SWPdatasize=4_windowsize=2_infinitely_often_receive_for_all_d;tl;0.486144;0;653574;2444297;2
modelchecking;SWPdatasize=4_windowsize=2_infinitely_often_receive_for_all_d;otftl;0.461653;0;653574;2444297;2
modelchecking;SWPdatasize=4_windowsize=2_infinitely_often_receive_for_all_d;otfatl-n;0.467901;0;653574;2444297;2
modelchecking;SWPdatasize=4_windowsize=2_infinitely_often_receive_for_all_d;atl-n;0.461435;0;653574;2444297;2
modelchecking;SWPdatasize=4_windowsize=2_infinitely_often_receive_for_all_d;atl;0.469485;0;653574;2444297;2
modelchecking;SWPdatasize=4_windowsize=2_infinitely_often_receive_for_all_d;otfatl;0.501164;0;653574;2444297;2
modelchecking;SWPdatasize=4_windowsize=2_infinitely_often_receive_for_all_d;otftl-n;0.478001;0;653574;2444297;2
equivchecking;ABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=strong-bisim;tl-n;0.000038;0;3;3;2
equivchecking;ABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=strong-bisim;otfatl-n;0.000038;0;3;3;2
equivchecking;ABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=strong-bisim;atl-n;0.000038;0;3;3;2
equivchecking;ABP_Onebit_(datasize=3_capacity=1_windowsize=1)eq=strong-bisim;otftl-n;0.000038;0;3;3;2
equivchecking;Buffer_ABP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim;tl-n;0.000044;0;7;10;2
equivchecking;Buffer_ABP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim;otfatl-n;0.000048;0;7;10;2
equivchecking;Buffer_ABP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim;atl-n;0.000048;0;7;10;2
equivchecking;Buffer_ABP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim;otftl-n;0.000050;0;7;10;2
equivchecking;Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim;tl-n;0.000741;0;2410;5666;2
equivchecking;Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim;tl;0.000644;0;2410;5666;2
equivchecking;Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim;otftl;0.000661;0;2410;5666;2
equivchecking;Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim;otfatl-n;0.000765;0;2410;5666;2
equivchecking;Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim;atl-n;0.000739;0;2410;5666;2
equivchecking;Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim;atl;0.000762;0;2410;5666;2
equivchecking;Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim;otfatl;0.000759;0;2410;5666;2
equivchecking;Buffer_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim;otftl-n;0.000779;0;2410;5666;2
modelchecking;IEEE1394nparties=2_datasize=2_headersize=2_acksize=2_nodeadlock;tl-n;0.101020;0;188570;328544;1
modelchecking;IEEE1394nparties=2_datasize=2_headersize=2_acksize=2_nodeadlock;otfatl-n;0.101100;0;188570;328544;1
modelchecking;IEEE1394nparties=2_datasize=2_headersize=2_acksize=2_nodeadlock;atl-n;0.099947;0;188570;328544;1
modelchecking;IEEE1394nparties=2_datasize=2_headersize=2_acksize=2_nodeadlock;otftl-n;0.101133;0;188570;328544;1
equivchecking;Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim;tl-n;0.004591;0;9553;26273;2
equivchecking;Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim;tl;0.004884;0;9553;26273;2
equivchecking;Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim;otftl;0.005127;0;9553;26273;2
equivchecking;Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim;otfatl-n;0.005014;0;9553;26273;2
equivchecking;Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim;atl-n;0.004667;0;9553;26273;2
equivchecking;Buffer_CABP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim;atl;0.004939;0;9553;26273;2
